ลำดับ,รหัสหลักสูตร,สถาบัน,วิทยาเขต,คณะ,หลักสูตร,แขนง/วิชาเอก,โครงการ,รูปแบบ,PAT,รหัสรับร่วม,รับ,สมัคร,ผ่าน,ยืนยันสิทธิ์,อัตราการแข่งขัน,คะแนนสูงสุด,คะแนนต่ำสุด
903,10030104300501A,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมคอมพิวเตอร์) วิศวกรรมคอมพิวเตอร์,,คณะวิศวกรรมศาสตร์ วิศวกรรมคอมพิวเตอร์,Admission1,,,15,241,15,15,1 : 16.07,41.0000,29.6000
904,10030104300501A,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมคอมพิวเตอร์) วิศวกรรมคอมพิวเตอร์,,คณะวิศวกรรมศาสตร์ วิศวกรรมคอมพิวเตอร์,Admission2,,,5,307,5,5,1 : 61.4,19097.0500,18489.6400
905,10030104300601A,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมเคมี) วิศวกรรมเคมี,,คณะวิศวกรรมศาสตร์ วิศวกรรมเคมี,Admission1,,,3,63,3,3,1 : 21,36.5750,31.5580
906,10030104300601A,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมเคมี) วิศวกรรมเคมี,,คณะวิศวกรรมศาสตร์ วิศวกรรมเคมี,Admission2,,,3,124,3,3,1 : 41.33,17976.8000,17378.2500
907,10030104300602E,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมเคมี) หลักสูตรนานาชาติ วิศวกรรมเคมี หลักสูตรนานาชาติ,,คณะวิศวกรรมศาสตร์ วิศวกรรมเคมี หลักสูตรนานาชาติ,Admission1,,,10,17,6,6,1 : 1.7,25.7000,18.6830
908,10030104300602E,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมเคมี) หลักสูตรนานาชาติ วิศวกรรมเคมี หลักสูตรนานาชาติ,,คณะวิศวกรรมศาสตร์ วิศวกรรมเคมี หลักสูตรนานาชาติ,Admission2,,,10,32,11,10,1 : 3.2,17375.5000,12118.1400
909,10030104300701A,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมเครื่องกล) วิศวกรรมเครื่องกล,,คณะวิศวกรรมศาสตร์ วิศวกรรมเครื่องกล,Admission1,,,6,144,6,6,1 : 24,36.5830,26.3330
910,10030104300701A,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมเครื่องกล) วิศวกรรมเครื่องกล,,คณะวิศวกรรมศาสตร์ วิศวกรรมเครื่องกล,Admission2,,,12,182,13,12,1 : 15.17,18144.9400,16419.4000
911,10030104301001E,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมสื่อดิจิทัล) หลักสูตรนานาชาติ วิศวกรรมสื่อดิจิทัล หลักสูตรนานาชาติ,,คณะวิศวกรรมศาสตร์ วิศวกรรมสื่อดิจิทัล หลักสูตรนานาชาติ,Admission1,,,15,39,10,8,1 : 2.6,25.9500,15.5830
912,10030104301001E,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมสื่อดิจิทัล) หลักสูตรนานาชาติ วิศวกรรมสื่อดิจิทัล หลักสูตรนานาชาติ,,คณะวิศวกรรมศาสตร์ วิศวกรรมสื่อดิจิทัล หลักสูตรนานาชาติ,Admission2,,,10,54,11,10,1 : 5.4,17421.1000,11762.4400
913,10030104301601A,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมไฟฟ้า) วิศวกรรมไฟฟ้า,,คณะวิศวกรรมศาสตร์ วิศวกรรมไฟฟ้า,Admission1,,,4,115,5,4,1 : 28.75,44.6500,34.7330
914,10030104301601A,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมไฟฟ้า) วิศวกรรมไฟฟ้า,,คณะวิศวกรรมศาสตร์ วิศวกรรมไฟฟ้า,Admission2,,,4,124,5,4,1 : 31,19416.6400,18154.2000
915,10030104301801E,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมโทรคมนาคม) หลักสูตรนานาชาติ วิศวกรรมโทรคมนาคม หลักสูตรนานาชาติ,,คณะวิศวกรรมศาสตร์ วิศวกรรมโทรคมนาคม หลักสูตรนานาชาติ,Admission1,,,14,20,7,5,1 : 1.43,24.1000,14.6670
916,10030104301801E,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมโทรคมนาคม) หลักสูตรนานาชาติ วิศวกรรมโทรคมนาคม หลักสูตรนานาชาติ,,คณะวิศวกรรมศาสตร์ วิศวกรรมโทรคมนาคม หลักสูตรนานาชาติ,Admission2,,,4,33,4,4,1 : 8.25,16901.9000,12598.7400
917,10030104302101A,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมโยธา) วิศวกรรมโยธา,,คณะวิศวกรรมศาสตร์ วิศวกรรมโยธา,Admission1,,,10,208,11,10,1 : 20.8,37.0330,27.9670
918,10030104302101A,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมโยธา) วิศวกรรมโยธา,,คณะวิศวกรรมศาสตร์ วิศวกรรมโยธา,Admission2,,,5,213,6,5,1 : 42.6,18704.1400,17398.1000
919,10030104302301A,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมระบบอัตโนมัติ หุ่นยนต์ และปัญญาประดิษฐ์) วิศวกรรมระบบอัตโนมัติ หุ่นยนต์ และปัญญาประดิษฐ์,,คณะวิศวกรรมศาสตร์ วิศวกรรมระบบอัตโนมัติ หุ่นยนต์ และปัญญาประดิษฐ์,Admission1,,,15,141,15,15,1 : 9.4,42.8670,25.7830
920,10030104302401E,มหาวิทยาลัยขอนแก่น,ขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมโลจิสติกส์) หลักสูตรนานาชาติ วิศวกรรมโลจิสติกส์ หลักสูตรนานาชาติ,,คณะวิศวกรรมศาสตร์ วิศวกรรมโลจิสติกส์ หลักสูตรนานาชาติ,Admission1,,,10,36,7,5,1 : 3.6,25.3830,15.3000
